UUID,標題,副標,記者,報紙,版次,發稿日期,連結
e68c4b44-3374-4bd4-b150-0bdf989bbc1c,財政刺激方案 箭在弦上,,【記者賴錦宏╱綜合報導】,經濟日報,A9版 兩岸,2024-10-30,https://udndata.com/ndapp/Story?no=223&page=12&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-30&news_id=10440748
2f20d056-b686-4b44-a4eb-48e029a017a0,Fed傳聲筒：大選恐干擾降息,川普、賀錦麗政見可能阻礙通膨下滑,【編譯劉忠勇╱綜合外電】,經濟日報,A6版 國際,2024-10-30,https://udndata.com/ndapp/Story?no=224&page=12&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-30&news_id=10440780
29fb947a-4e7f-4b82-9d6e-190753f3a05e,馬斯克撒錢挺川普 挨告,檢方指控「非法樂透」,【編譯徐榆涵╱綜合外電】,經濟日報,A6版 國際,2024-10-30,https://udndata.com/ndapp/Story?no=225&page=12&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-30&news_id=10440783
74e4c3c0-c092-439a-8b41-9072784c022d,台股震盪期 看美國臉色,,【記者周克威╱台北報導】,經濟日報,A3版 話題,2024-10-30,https://udndata.com/ndapp/Story?no=226&page=12&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-30&news_id=10440796
af6f12b1-5879-4f37-9656-a952e280478f,金管會：融資維持率仍高,,【記者廖珮君╱台北報導】,經濟日報,A3版 話題,2024-10-30,https://udndata.com/ndapp/Story?no=227&page=12&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-30&news_id=10440797
831dcba8-d50f-447e-950e-475ccbe5efca,搶美國生意？卓揆不認同,,【記者余弦妙、江睿智╱台北報導】,經濟日報,A2版 話題,2024-10-30,https://udndata.com/ndapp/Story?no=228&page=12&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-30&news_id=10440814
68c3d27e-2c48-4b71-8d8f-b6c5af4db4df,瑞穗：川普當選 恐不利台積,,【編譯劉忠勇、記者崔馨方╱綜合報導】,經濟日報,A2版 話題,2024-10-30,https://udndata.com/ndapp/Story?no=229&page=12&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-30&news_id=10440813
03475e86-2dcb-447e-bcbe-ce82314c5a02,川普交易火熱 比特幣飆漲,,【編譯葉亭均╱綜合外電】,經濟日報,A2版 話題,2024-10-30,https://udndata.com/ndapp/Story?no=230&page=12&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-30&news_id=10440812
04cc973a-9bb9-4fa3-a4c1-b6ed690da47f,匯價區間盤整格局,,【記者陳美君╱台北報導】,經濟日報,A11版 金融,2024-10-30,https://udndata.com/ndapp/Story?no=231&page=12&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-30&news_id=10440725
034b6276-e275-4da0-9d12-841451ed06c1,債逢高鎖利 股分批布局,川普震盪...四銀行投資教戰,【記者陳美君╱台北報導】,經濟日報,A11版 金融,2024-10-30,https://udndata.com/ndapp/Story?no=232&page=12&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-30&news_id=10440726
1ed4d331-db1b-444a-bb0f-eb6258bc2628,台股力拚反彈秀,國家隊全力加持 四大基金、公股行庫聯手抗外資賣壓，帶動多頭人心回穩,【記者周克威╱台北報導】,經濟日報,A1版 要聞,2024-10-30,https://udndata.com/ndapp/Story?no=233&page=12&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-30&news_id=10440808
628c7d7d-c714-4e7a-9a26-1cceada6020f,川普自誇避戰 若與中開打必贏,,【編譯盧思綸、葉亭均、高詣軒╱綜合報導】,聯合報,A9版 國際,2024-10-29,https://udndata.com/ndapp/Story?no=234&page=12&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-29&news_id=10440103
b107da0a-5ff6-45cb-a086-f8eed63dbd27,賀錦麗費城催票 不甩拜登想站台,,【記者顏伶如、編譯廖振堯、俞仲慈、高詣軒╱綜合報導】,聯合報,A9版 國際,2024-10-29,https://udndata.com/ndapp/Story?no=235&page=12&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-29&news_id=10440104
341ddde3-7c5f-40b8-8f90-46247e384598,川普2.0恐成真 台灣如何面對？,,【苑丹東╱時事觀察員（高雄市）】,聯合報,A13版 民意論壇,2024-10-29,https://udndata.com/ndapp/Story?no=237&page=12&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-29&news_id=10440140
78d8056a-2954-4f81-a1b5-9e1fe34cb57e,人大常委會 要吹「保5」衝鋒號,,【香港特派員李春】,聯合報,A10版 兩岸,2024-10-29,https://udndata.com/ndapp/Story?no=238&page=12&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-29&news_id=10440110
bf13651d-38ed-4558-aac9-d274cd87223f,永續期 活用資金,,【記者王皓正整理】,經濟日報,C5版 上市櫃公司．期貨,2024-10-29,https://udndata.com/ndapp/Story?no=239&page=12&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-29&news_id=10440195
3891430f-c986-47dd-abb8-228d1dd0a42c,航運期 多頭蓄力,,【記者王皓正整理】,經濟日報,C5版 上市櫃公司．期貨,2024-10-29,https://udndata.com/ndapp/Story?no=240&page=12&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-29&news_id=10440194
981b01a9-1260-4e4d-a828-357094eaa16d,短多優勢股 法人敲進,,【記者盧宏奇╱台北報導】,經濟日報,C2版 市場脈動,2024-10-29,https://udndata.com/ndapp/Story?no=241&page=13&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-29&news_id=10440168
cb78b387-5a3c-4680-b915-bafd5469929d,外資連三周買超台股,,【記者張瀞文╱台北報導】,經濟日報,B2版 基金,2024-10-29,https://udndata.com/ndapp/Story?no=242&page=13&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-29&news_id=10440298
83c90bbb-1557-4a9e-a1be-3f79739ec438,美股ETF火紅,,【記者王奐敏╱台北報導】,經濟日報,B1版 基金理財,2024-10-29,https://udndata.com/ndapp/Story?no=243&page=13&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-29&news_id=10440307
fbb438e2-cb68-4369-bb0b-f7bb7f729c7b,人大常委會 要吹響經濟衝鋒號,,【香港特派員 李春】,經濟日報,A9版 兩岸,2024-10-29,https://udndata.com/ndapp/Story?no=244&page=13&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-29&news_id=10440255
d566b5f8-9ce9-42b7-ab3c-6bbde1b7611c,川普推高債務 會比賀錦麗多,稅務與支出政見比一比,【編譯林聰毅╱綜合外電】,經濟日報,A6版 國際,2024-10-29,https://udndata.com/ndapp/Story?no=245&page=13&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-29&news_id=10440258
92d5387c-5dd5-4be6-8315-b351943f482b,財金官員怕他拖累復甦,,【編譯葉亭均╱綜合外電】,經濟日報,A6版 國際,2024-10-29,https://udndata.com/ndapp/Story?no=246&page=13&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-29&news_id=10440256
0d868c90-0df0-4535-9e74-4c06531094fd,川普保護費之說 嚇壞台股,,【記者王奐敏╱台北報導】,經濟日報,A3版 話題,2024-10-29,https://udndata.com/ndapp/Story?no=247&page=13&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-29&news_id=10440288
a72fed5e-55fd-4f24-ac6c-e29388b8378b,一周大事給你抄,,【本報訊】,聯合報,R08版 好讀周報國際力,2024-10-28,https://udndata.com/ndapp/Story?no=248&page=13&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-28&news_id=10439612
7a94b33f-e0e8-4b05-94ae-3fb81552a5a0,新冷戰硝煙四起 選後美國同盟將走向分裂還是團結？,,【記者高詣軒、許珮絨╱綜合報導】,聯合報,A8版 A9全球瞭望,2024-10-28,https://udndata.com/ndapp/Story?no=249&page=13&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-28&news_id=10439669
47b6fbd8-a3e6-43ca-b842-e0a5c719a574,「半導體產業非零和 台美互補」,谷立言：台灣不應擔心被掏空，因為沒辦法取代,【記者陳熙文╱台北報導】,聯合報,A3版 焦點,2024-10-28,https://udndata.com/ndapp/Story?no=250&page=13&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-28&news_id=10439631
a2463178-ee31-4d36-a06d-5e75b609fd7a,美選衝擊 我入CPTPP變數增,,【記者陳熙文、張睿廷、林海╱台北報導】,聯合報,A3版 焦點,2024-10-28,https://udndata.com/ndapp/Story?no=251&page=13&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-28&news_id=10439629
81fd2b1b-ef69-48a4-b9e2-05153961d573,川普「救國者」言論 打中底層選民,,【張瑞雄╱台北商業大學前校長、全球品牌創新永續協會理事長（台北市）】,聯合報,A13版 民意論壇,2024-10-28,https://udndata.com/ndapp/Story?no=252&page=13&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-28&news_id=10439555
4c927310-bf4f-448c-b38b-c865c1dcb14b,內唐亞胡是美大選十月驚奇？,,【編譯╱張佑生】,聯合報,A13版 民意論壇,2024-10-28,https://udndata.com/ndapp/Story?no=253&page=13&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-28&news_id=10439554
76a3bf20-a215-48ee-bac9-7575930fd87c,賀錦麗、川普密州拚場 搶中東票,,【編譯盧思綸╱綜合報導】,聯合報,A10版 國際,2024-10-28,https://udndata.com/ndapp/Story?no=254&page=13&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-28&news_id=10439547
67970fe9-d623-4991-8cc0-a8c8f1ff9fde,川普方自信 民主黨忐忑,氛圍兩極,【編譯盧思綸╱綜合報導】,聯合報,A10版 國際,2024-10-28,https://udndata.com/ndapp/Story?no=255&page=13&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-28&news_id=10439549
99ea0001-e0ef-464f-ba04-d7d7df3f5d2e,北約新任祕書長 務實應對挑戰,,【文╱編譯林億帆】,經濟日報,P11版 經濟彭博周報人物,2024-10-28,https://udndata.com/ndapp/Story?no=256&page=13&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-28&news_id=10439838
8faab6e3-95ed-4bc7-929b-00d0cb3320a6,這一次…史上最貴選舉,,【編譯潘勛、徐薏茹╱綜合外電】,經濟日報,A7版 國際,2024-10-28,https://udndata.com/ndapp/Story?no=257&page=13&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-28&news_id=10439742
e3d0a21d-ec10-4c05-bf1e-e92421bb7fb1,川普的關稅是賀錦麗的契機,,【詹姆斯（Harold James）】,經濟日報,A7版 國際,2024-10-28,https://udndata.com/ndapp/Story?no=258&page=13&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-28&news_id=10439743
3a2242c7-c3e2-45af-81b6-2be9c029b19d,白宮爭霸戰 牽動五產業,銀行、醫療保健、電動車、零售、能源業前景受關注,【編譯陳律安╱綜合外電】,經濟日報,A7版 國際,2024-10-28,https://udndata.com/ndapp/Story?no=259&page=13&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-28&news_id=10439741
1bd63f17-2c12-43c1-beab-041c0604ef49,美企獲利改善 集中科技業,,【編譯陳律安╱綜合外電】,經濟日報,A6版 國際,2024-10-28,https://udndata.com/ndapp/Story?no=260&page=13&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-28&news_id=10439778
4394ad90-0d58-4f86-994c-9e37b8972c86,羅比尼：美經濟軟著陸兩變數,末日博士專訪,【記者張瀞文╱台北-紐約越洋連線報導】,經濟日報,A3版 話題,2024-10-28,https://udndata.com/ndapp/Story?no=261&page=14&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-28&news_id=10439811
4f1c0554-5d77-4dd8-85ba-a417d0b08034,美債遭拋售 風險資產視而不見,,【陶冬】,經濟日報,A14版 台股熱點,2024-10-28,https://udndata.com/ndapp/Story?no=262&page=14&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-28&news_id=10439785
f90407b0-763b-4fe5-a56d-0bc833459373,台股雙利多 月線拚收紅,,【記者張瀞文╱台北報導】,經濟日報,A1版 要聞,2024-10-28,https://udndata.com/ndapp/Story?no=263&page=14&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-28&news_id=10439821
6115b57b-6b2c-439f-8a7e-46341fe7dbca,波頓：若川普當選 台灣可能遭殃,,【國際中心╱綜合報導】,聯合報,A3版 焦點,2024-10-27,https://udndata.com/ndapp/Story?no=264&page=14&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-27&news_id=10439172
610bb31b-2653-4358-8ee7-aed09d9497b0,拜登打抗中牌 助賀選情,選前10天宣布對台軍售 威懾北京,【華盛頓記者張文馨】,聯合報,A3版 焦點,2024-10-27,https://udndata.com/ndapp/Story?no=265&page=14&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-27&news_id=10439173
f3c631af-fe73-4831-946d-b8da1f56c041,36年首見 華郵不為總統候選人背書,,【記者胡玉立╱綜合報導】,聯合報,A3版 焦點,2024-10-27,https://udndata.com/ndapp/Story?no=266&page=14&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-27&news_id=10439170
c47b5cda-6c93-4af3-b4fa-bbdd4b3cf9ab,美選觀戰 媒體、企業不表態避險,,【華盛頓記者張文馨】,聯合報,A3版 焦點,2024-10-27,https://udndata.com/ndapp/Story?no=267&page=14&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-27&news_id=10439171
c1e616f0-719a-44fe-8d16-acbd28a75cd7,紐時、CNN封關民調 賀錦麗、川普打平,,【記者顏伶如╱綜合報導】,聯合報,A3版 焦點,2024-10-27,https://udndata.com/ndapp/Story?no=268&page=14&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-27&news_id=10439169
36db5f8d-bd71-4a3a-a0e3-a7537b7b309a,川普若逆轉賀錦麗，國際形勢將有何變化？,,【社論】,聯合報,A2版 焦點,2024-10-27,https://udndata.com/ndapp/Story?no=269&page=14&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-27&news_id=10439157
504427fa-d6f0-431e-bded-1fd5808333ae,川普能否捲土重來？,,【周陽山】,聯合報,A10版 民意論壇,2024-10-27,https://udndata.com/ndapp/Story?no=270&page=14&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-27&news_id=10439110
ad328844-f1c4-4878-b3e3-625e61eaa156,生活秘書（2024.10.27）,,【本報訊】,聯合報,A1版 要聞,2024-10-27,https://udndata.com/ndapp/Story?no=271&page=14&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-10-27&news_id=10439154
