識別碼,來源媒體,新聞分類,發布日期,新聞連結,folder,新聞標題,Source,LLM
news_22fe2551d754bf6d4954aead04209a0d,自由時報,即時新聞,9/6/2024 17:53,https://ec.ltn.com.tw/article/breakingnews/4791703,即時新聞,川普放話將廢拜登能源政策 葉倫：恐增加家庭成本,NDC,反對
news_cab561c70f03750a5781b77fc88b979f,自由時報,即時新聞,11/3/2024 23:31,https://news.ltn.com.tw/news/world/breakingnews/4851061,即時新聞,川普勝出關鍵？華爾街日報：年輕男性投票率,NDC,中立
news_5eb99de7dabc78fb37db377f527da43f,自由時報,即時新聞,10/20/2024 15:15,https://news.ltn.com.tw/news/life/breakingnews/4836205,即時新聞,10/20各報重點新聞一覽,NDC,中立
news_0b8d53449aaf967ed56c13fe95acd28e,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/3/2024 15:20,https://www.ettoday.net/news/20241003/2828227.htm,即時新聞,消息人士揭：馬斯克秘密資助右翼團體　金額高達數百萬美元,NDC,中立
news_85392ab6ae3e85fcac388a440d7cc770,自由時報,即時新聞,9/6/2024 14:53,https://news.ltn.com.tw/news/life/breakingnews/4791641,即時新聞,09/06 各報重點新聞一覽,NDC,中立
news_d07852efef90188332d17b0f5061d430,自由時報,即時新聞,10/20/2024 19:30,https://news.ltn.com.tw/news/world/breakingnews/4836322,即時新聞,批賀錦麗迴避重大議題 《新聞週刊》社論：民主黨人自食惡果,NDC,支持
news_412f68a97ba77122d57bfa150b34fb25,自由時報,即時新聞,10/21/2024 0:03,https://news.ltn.com.tw/news/world/breakingnews/4836580,即時新聞,賀錦麗60歲生日抨擊78歲川普體力不支  川普陣營反擊：身心絕佳,NDC,中立
news_e0360674428d38f49c0304bf1f397635,自由時報,即時新聞,10/21/2024 4:50,https://news.ltn.com.tw/news/world/breakingnews/4836812,即時新聞,阻俄干預大選 美提供3.2億賞金,NDC,反對
news_4cd5be9b493de718d024bd665117a00a,自由時報,即時新聞,10/22/2024 17:52,https://news.ltn.com.tw/news/world/breakingnews/4838047,即時新聞,賀錦麗團隊遭轟「笨蛋」 歐巴馬大將坦言：壓力山大,NDC,支持
news_61daf2b13fce0d36ef7da5e5060f84ef,自由時報,即時新聞,10/8/2024 0:36,https://ec.ltn.com.tw/article/breakingnews/4822872,即時新聞,川普若當選 恐使美國國債膨脹7.5兆美元,NDC,反對
news_e35de0d09c9313a7f9f7d3b19bad470d,自由時報,即時新聞,9/7/2024 18:12,https://news.ltn.com.tw/news/world/breakingnews/4792789,即時新聞,川普紐約案審判延至大選後 法官：避免影響總統選舉,NDC,中立
news_cf429281289ee06e4bb2ce5f833f8396,自由時報,即時新聞,9/8/2024 2:33,https://news.ltn.com.tw/news/world/breakingnews/4793260,即時新聞,美國會9日復會  「台灣衝突嚇阻法」等抗中法案1週內審議,NDC,中立
news_e584e2c723b1a4e9bf8345766b8f9f1d,自由時報,即時新聞,9/9/2024 23:51,https://news.ltn.com.tw/news/world/breakingnews/4794745,即時新聞,梅蘭妮亞開砲！ 新書預告片怒轟拜登 稱丈夫川普遭「噤聲」,NDC,中立
news_0ac4db1c18743ac14ed13db90b4285ce,自由時報,即時新聞,9/10/2024 3:33,https://news.ltn.com.tw/news/world/breakingnews/4795009,即時新聞,賀錦麗聲勢下滑 首場辯論成扭轉選情關鍵,NDC,反對
news_d427bae1b8563a04c0a442e4b32ac815,自由時報,即時新聞,9/11/2024 15:42,https://news.ltn.com.tw/news/world/breakingnews/4796486,即時新聞,川賀辯論即將登場 拜登和賀錦麗交流經驗：她十分冷靜,NDC,中立
news_4ba661e9b45576043cf3e28a00476794,自由時報,即時新聞,9/11/2024 16:48,https://news.ltn.com.tw/news/world/breakingnews/4796528,即時新聞,09:00美大選辯論登場 川普、賀錦麗首度交鋒,NDC,中立
news_4d41f111fb78dbbdeb6ad959e3e26717,自由時報,即時新聞,9/11/2024 19:42,https://news.ltn.com.tw/news/world/breakingnews/4796696,即時新聞,觀看美國總統辯論 泰勒絲首度表態：我支持賀錦麗和華茲！,NDC,反對
news_21455a73dda20be481375048d1cbe7c3,自由時報,即時新聞,9/11/2024 19:30,https://news.ltn.com.tw/news/world/breakingnews/4796704,即時新聞,川普、賀錦麗首場辯論結束 ABC主持人立場遭共和黨陣營質疑,NDC,支持
news_e3ddcfec7d8bf918e4c0a2867b2b5fe6,自由時報,即時新聞,9/11/2024 19:44,https://news.ltn.com.tw/news/world/breakingnews/4796707,即時新聞,賀錦麗成功用這點激怒川普 川普氣炸稱：移民在吃狗、吃貓,NDC,反對
news_eabada52be373527086070b6ed324b34,自由時報,即時新聞,9/11/2024 20:11,https://news.ltn.com.tw/news/world/breakingnews/4796736,即時新聞,沒在電視辯論播出來的一幕！川普、賀錦麗結束後兩樣情,NDC,中立
news_a942576f5d37f3896f87f971153fa54f,自由時報,即時新聞,9/11/2024 22:27,https://news.ltn.com.tw/news/world/breakingnews/4796854,即時新聞,賀錦麗批前政府把晶片賣給中國  川普稱晶片來自台灣,NDC,反對
news_bb1b70ad0eb7e5f982ee0bbc23c0f64d,自由時報,即時新聞,9/11/2024 23:35,https://news.ltn.com.tw/news/world/breakingnews/4796958,即時新聞,川普墮胎議題離譜言論哪來的？ 原來是誤會民主黨人說法,NDC,反對
news_60b9e338ae0daa54101dacd8326bb8b9,自由時報,即時新聞,9/12/2024 7:12,https://news.ltn.com.tw/news/world/breakingnews/4797613,即時新聞,美大選結果誰說的可信？ 民調：共和黨人信任川普甚於政府,NDC,反對
news_b70ca8dac978d91829b86bb0f99d6305,自由時報,即時新聞,9/12/2024 10:30,https://news.ltn.com.tw/news/world/breakingnews/4797637,即時新聞,"泰勒絲表態挺賀錦麗 川普酸：我才不是她粉絲
",NDC,反對
news_c963cc33fe34864e4733d21fe32f634d,自由時報,即時新聞,9/7/2024 13:30,https://news.ltn.com.tw/news/world/paper/1665784,即時新聞,40年神預測模型 白宮之鑰:賀錦麗會贏,NDC,反對
news_0a5a55b2f93c37ec675a47dbe3a856e4,自由時報,即時新聞,9/12/2024 13:30,https://news.ltn.com.tw/news/world/paper/1666669,即時新聞,美國流行樂天后泰勒絲 表態支持賀錦麗,NDC,中立
news_ae0e318e0a3b186e8091a4b6ed3f131f,自由時報,即時新聞,9/8/2024 6:00,https://talk.ltn.com.tw/article/breakingnews/4793275,即時新聞,自由開講》葛來儀：美中關係將成為大選焦點，對臺灣的戰略意義,NDC,反對
news_9e1cdf284ffd0fc7153e61373a56e087,自由時報,即時新聞,9/12/2024 14:43,https://news.ltn.com.tw/news/life/breakingnews/4797654,即時新聞,09/12 各報重點新聞一覽,NDC,反對
news_9eee189df5baec4b32c4ce97f797fd00,自由時報,即時新聞,11/5/2024 21:51,https://news.ltn.com.tw/news/world/breakingnews/4852823,即時新聞,泰爆紅河馬「彈跳豬」預測美國大選 毫不猶豫吃下這人西瓜,NDC,中立
news_81292accd8c43277d941389b45ecbf8c,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/21/2024 11:38,https://www.ettoday.net/news/20241021/2838952.htm,即時新聞,以色列總理問意見「如何處理伊朗」　川普：我只說，為所當為,NDC,中立
news_06f1ec4ea128fe7fa5a9d90e7e2d8c22,自由時報,即時新聞,10/22/2024 3:55,https://news.ltn.com.tw/news/politics/breakingnews/4837723,即時新聞,台灣比想像中更閃耀 李忠憲：不應等外人來告訴我們台灣的好,NDC,反對
news_f485a76e9dee59f96010f52d36ca3d38,自由時報,即時新聞,11/6/2024 0:03,https://news.ltn.com.tw/news/world/breakingnews/4853224,即時新聞,7州有6州民調差距不到2％ 川、賀搖擺州對決一次看,NDC,中立
news_c1e3035f59911aedf40d3a94bcc80ccb,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/21/2024 17:59,https://finance.ettoday.net/news/2839026,即時新聞,川普衝擊要來了！谷月涵：選後美股有「4大利多」　還有漲幅可期待,NDC,支持
news_1a193662742d19f59564158e85f40ab3,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/22/2024 3:39,https://finance.ettoday.net/news/2839481,即時新聞,川普當選才會有關稅提高前的進貨潮　Q4貨量估季減逾一成,NDC,中立
news_3a9cdf67895d6773726e3757a5078671,自由時報,即時新聞,11/6/2024 10:45,https://news.ltn.com.tw/news/world/breakingnews/4853775,即時新聞,"川普攜夫人梅蘭妮亞在佛州投完票 稱有信心贏得大選
",NDC,中立
news_99aecc50b3dc738d532e57f78c2a34aa,自由時報,即時新聞,11/6/2024 14:23,https://news.ltn.com.tw/news/world/breakingnews/4853776,即時新聞,美國會變天？共和黨有望奪回參院 民主黨可能重掌眾院,NDC,中立
news_7cd791e6cbc64400eb8f643d24a4b943,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/21/2024 20:43,https://forum.ettoday.net/news/2837460,即時新聞,石破茂立場搖擺不定　日本在風雨中飄搖,NDC,中立
news_3577b0daa33380e93673f4a6c6abc154,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/22/2024 1:56,https://forum.ettoday.net/news/2839074,即時新聞,馬斯克花7500萬美元挺川普　財富介入政治恐波及民主,NDC,反對
news_89a205d05316ad7ca3c5abc8fffa2080,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/31/2024 19:14,https://finance.ettoday.net/news/2845820,即時新聞,川普若完全執政　花旗：應逢高賣出美股,NDC,中立
news_3e6d3fa880af25cb8d4d6f566c847fb4,2011 ETtoday.net. All Rights Reserved.,新聞雲,9/7/2024 8:52,https://www.ettoday.net/news/20240907/2812361.htm,即時新聞,普丁稱挺賀錦麗　川普諷：我不知道該不該打給他說「非常謝謝你」,NDC,反對
news_fd64fead02e7a092b1131ab641a63c71,2011 ETtoday.net. All Rights Reserved.,新聞雲,9/7/2024 19:51,https://www.ettoday.net/news/20240907/2812461.htm,即時新聞,川普又贏了！「封口費案」判決二度延期　總統大選3周後宣判,NDC,支持
news_f0f1a61969bb9fa9ffc6474ec7feb681,2011 ETtoday.net. All Rights Reserved.,新聞雲,9/7/2024 22:20,https://www.ettoday.net/news/20240907/2812551.htm,即時新聞,共和黨人倒戈！美前副總統錢尼表態支持賀錦麗　逾90美企高層力挺,NDC,反對
news_d9215bec6670112b9d926f3c76b56841,2011 ETtoday.net. All Rights Reserved.,新聞雲,9/8/2024 2:17,https://www.ettoday.net/news/20240907/2812612.htm,即時新聞,額頭刺超大「川普」後悔了！性感女模沒錢除刺青　低胸上街求斗內,NDC,中立
news_3cb55b2f578fe16123bb1cb7c944be8d,2011 ETtoday.net. All Rights Reserved.,新聞雲,9/8/2024 22:58,https://www.ettoday.net/news/20240908/2813033.htm,即時新聞,首場辯論前夕！賀錦麗閉關5天備戰　全美民調49%小贏川普,NDC,中立
news_4896130b8cda258949706664ac18c7e5,自由時報,即時新聞,10/3/2024 17:30,https://news.ltn.com.tw/news/world/breakingnews/4818788,即時新聞,美檢方提川普介入推翻2020大選新證 對抗豁免裁定,NDC,反對
news_d9ed86c1e2d2247ec8ed8b643d7eb9b5,自由時報,即時新聞,10/3/2024 17:57,https://news.ltn.com.tw/news/world/breakingnews/4818843,即時新聞,美副總統辯論華茲翻車民主黨憂心選情  范斯成功止血,NDC,中立
news_ccead42aba0fa063a21066477ec1458f,自由時報,即時新聞,10/3/2024 18:00,https://news.ltn.com.tw/news/world/breakingnews/4818845,即時新聞,美威脅評估報告：俄中伊朗企圖利用AI影響11月大選,NDC,中立
news_cd8eeba53aae708f5110893251d39db5,2011 ETtoday.net. All Rights Reserved.,新聞雲,9/11/2024 16:02,https://www.ettoday.net/news/20240911/2814724.htm,即時新聞,川普、賀錦麗首次交鋒！　辯論前最新民調「2人僅差1％」,NDC,中立
news_05fbc9dd8be105cee4d7924cc0103635,2011 ETtoday.net. All Rights Reserved.,新聞雲,9/11/2024 18:57,https://www.ettoday.net/news/20240911/2814833.htm,即時新聞,川普放話1天結束烏俄戰爭　賀錦麗嗆他「被普丁當午餐吃掉」,NDC,反對
news_39f95c9f4c724007d882c0b8ca59d526,2011 ETtoday.net. All Rights Reserved.,新聞雲,9/11/2024 18:21,https://www.ettoday.net/news/20240911/2814836.htm,即時新聞,美通過「台灣衝突嚇阻法案」　李彥秀：外交最忌諱炒短線亂壓寶,NDC,中立
news_18c00085655ef68f68e30e32ed35dd4c,2011 ETtoday.net. All Rights Reserved.,新聞雲,9/11/2024 20:36,https://www.ettoday.net/news/20240911/2814949.htm,即時新聞,快訊／CNN最新民調　賀錦麗辯論表現63%大勝川普37%,NDC,中立
news_bed8611c71b637eb06bb199527c87692,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/21/2024 18:00,https://www.ettoday.net/news/20241021/2838765.htm,即時新聞,81歲拜登任期倒數！4年政績一次看　大力援以助烏、撤軍阿富汗惹議,NDC,反對
news_e17f832768ba6a5ab338d99eec373d98,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/21/2024 14:48,https://www.ettoday.net/news/20241021/2838962.htm,即時新聞,川普「麥當勞一日員工」酸賀錦麗　又祝她生日快樂,NDC,中立
news_65eaacdaf4af2b80608376bf8c4f1a21,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/21/2024 15:34,https://www.ettoday.net/news/20241021/2838967.htm,即時新聞,選前「每天抽3200萬」給選民！　馬斯克砸錢拉票恐違法,NDC,反對
news_68c2dbe4ae2f57c67b63f28811503797,2011 ETtoday.net. All Rights Reserved.,新聞雲,9/12/2024 7:51,https://www.ettoday.net/news/20240911/2815387.htm,即時新聞,川普宣稱總統辯論會「被操弄」　自認贏賀錦麗很多,NDC,中立
news_3a22eda2df7f0733ea04471dc0078ae6,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/21/2024 20:36,https://www.ettoday.net/news/20241021/2839115.htm,即時新聞,美總統大選倒數！　沈富雄曝驚人分析：若川普贏傾向賣一半股票,NDC,反對
news_083d125f558c5a86fad7a757a12e4389,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/4/2024 20:11,https://www.ettoday.net/news/20241004/2829047.htm,即時新聞,麗茲錢尼倒戈了！改支持賀錦麗　轟川普「不適任總統」,NDC,反對
news_08305aa64b651470fdde4b0d330f8504,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/22/2024 19:22,https://www.ettoday.net/news/20241022/2839697.htm,即時新聞,川普狂贏5大搖擺州「可望強勢回歸？」　2地民調拉不開,NDC,中立
news_ca97247ec5175ba36101d29c0c3a51f3,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/23/2024 8:51,https://www.ettoday.net/news/20241023/2840287.htm,即時新聞,搖擺選民歸隊！川普當選機率54%「超車賀錦麗」,NDC,支持
news_65c153be0fc25771363704dfcb0c516d,自由時報,即時新聞,11/6/2024 18:04,https://news.ltn.com.tw/news/world/breakingnews/4853894,即時新聞,小羅伯特恐吸走搖擺州部分選票 川普團隊密切關注,NDC,中立
news_32ecfd90fd295576475f6bda614a23e1,自由時報,即時新聞,11/6/2024 22:31,https://news.ltn.com.tw/news/world/breakingnews/4854313,即時新聞,川普拿下北卡、喬治亞州！ 其餘5搖擺州保持領先,NDC,中立
news_3b78a6ea2cf5641f3c6a8b4d56b19529,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/4/2024 16:08,https://www.ettoday.net/news/20241004/2828879.htm,即時新聞,梅蘭妮亞回憶錄內容曝光　再發影片證實挺墮胎權,NDC,中立
news_c64e72b4d62a53b5619488d10382c0f5,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/4/2024 20:01,https://www.ettoday.net/news/20241004/2829076.htm,即時新聞,「川普是最危險的總統候選人！」布魯斯史普林斯汀表態　力挺賀錦麗,NDC,反對
news_0a323109a93810a85ea01e61271f321d,自由時報,即時新聞,9/11/2024 19:22,https://ec.ltn.com.tw/article/breakingnews/4796519,即時新聞,研調 : 「美科技3巨頭」員工捐款支持賀錦麗 大勝川普,NDC,中立
news_8b4b2abd35d11a6768b64d94dd188406,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/5/2024 3:16,https://www.ettoday.net/news/20241004/2829391.htm,即時新聞,南韓、美國最終敲定軍費分攤　南韓2026年軍費調漲率曝光,NDC,中立
news_80cd7d05f17ebd774ec2554b296b93bf,自由時報,即時新聞,9/8/2024 23:08,https://news.ltn.com.tw/news/world/breakingnews/4793784,即時新聞,臥底影片曝光！美司法部官員痛批川普案檢察官「扭曲司法」,NDC,中立
news_1ac71b2f37b20969150195596a506873,自由時報,即時新聞,9/9/2024 0:37,https://news.ltn.com.tw/news/world/breakingnews/4793863,即時新聞,美情報官員：俄羅斯企圖影響大選 、加溫川普氣勢,NDC,反對
news_df714f2a826ab301f264a3e2aa972362,自由時報,即時新聞,9/9/2024 15:57,https://news.ltn.com.tw/news/world/breakingnews/4794200,即時新聞,美大選辯論前紐時民調 川普贏賀錦麗「1點」,NDC,中立
news_3e2dff536e385bfb6c8bcdfbe4d7b564,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/6/2024 15:48,https://www.ettoday.net/news/20241006/2829968.htm,即時新聞,川普重回「暗殺未遂現場」造勢！　搶攻關鍵搖擺州,NDC,中立
news_88bea303ec4f0a7ebd8117175d6f65fe,自由時報,即時新聞,10/21/2024 23:40,https://ec.ltn.com.tw/article/breakingnews/4837351,即時新聞,名師解盤》黃文清：資金輪動 月底挑戰24000點,NDC,中立
news_4615acbb4116ebdf4a21a2b2002bc2e0,2011 ETtoday.net. All Rights Reserved.,新聞雲,9/11/2024 18:41,https://www.ettoday.net/news/20240911/2814801.htm,即時新聞,川普喊「與國會暴動無關」稱2020勝選　賀錦麗：已被8100萬人開除,NDC,反對
news_494088600b1f55b0918d80542ad565c7,2011 ETtoday.net. All Rights Reserved.,新聞雲,9/11/2024 18:15,https://www.ettoday.net/news/20240911/2814783.htm,即時新聞,川普狂言！怒喊「移民吃掉美國人寵物」轟邊境政策　真相曝光,NDC,反對
news_8402be8cb58d32b26150414c960308f9,2011 ETtoday.net. All Rights Reserved.,新聞雲,9/11/2024 18:14,https://www.ettoday.net/news/20240911/2814800.htm,即時新聞,雙方激辯！　川普：我替民主黨言論「挨了一槍」,NDC,反對
news_71e5aa74c9dc25670082fb52087b9910,2011 ETtoday.net. All Rights Reserved.,新聞雲,9/11/2024 23:26,https://www.ettoday.net/news/20240911/2815037.htm,即時新聞,美總統大選辯論川普頻失言　多家外媒：賀錦麗贏了,NDC,反對
news_f885bb32fe1e34fc85afbac6e03f0350,2011 ETtoday.net. All Rights Reserved.,新聞雲,9/12/2024 13:44,https://www.ettoday.net/news/20240912/2815410.htm,即時新聞,川普賀錦麗辯論後再同台　911紀念活動暫擱歧見握手寒暄,NDC,中立
news_a1f106b9cf27f6d3bf3240ee7f98cbb8,2011 ETtoday.net. All Rights Reserved.,新聞雲,9/13/2024 16:40,https://www.ettoday.net/news/20240913/2816122.htm,即時新聞,范斯轟泰勒絲「高房價不關她的事」　網傻眼：川普也不在意,NDC,反對
news_24ce45912b5d00206ea10148fd20ddfa,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/8/2024 21:29,https://www.ettoday.net/news/20241008/2831370.htm,即時新聞,川普再爆驚世發言！　稱移民「壞基因」,NDC,反對
news_534b1b0d89965392917377c8e778617e,2011 ETtoday.net. All Rights Reserved.,新聞雲,9/8/2024 16:39,https://www.ettoday.net/news/20240908/2812848.htm,即時新聞,川普賀錦麗辯論11日登場！　規則一次看,NDC,中立
news_90b0972f1c70f8b9c4773f4e25830600,自由時報,即時新聞,9/12/2024 5:43,https://news.ltn.com.tw/news/politics/breakingnews/4797152,即時新聞,川普稱賣給中國的晶片來自台灣 許美華苦笑：還真的很難反駁,NDC,中立
news_22e4bcefa14df695669431fa7222a875,自由時報,即時新聞,9/9/2024 4:55,https://news.ltn.com.tw/news/world/breakingnews/4794068,即時新聞,北京接招！川普、賀錦麗潛在對中政策大解析,NDC,中立
news_87ab22929f3ff609492e9d506d50fb81,自由時報,即時新聞,9/10/2024 21:28,https://news.ltn.com.tw/news/world/breakingnews/4795616,即時新聞,川普勝選機率升至64％？統計學大師預測模型顯示選情丕變,NDC,中立
news_3ad0c0ffc4b20ef13577bbc321d705ae,自由時報,即時新聞,9/11/2024 0:45,https://news.ltn.com.tw/news/world/breakingnews/4795939,即時新聞,美大選辯論明登場 賀錦麗競選團隊「降溫」戰術引關注,NDC,支持
news_2085a6e434d8405d9325b4fe8c556fd1,2011 ETtoday.net. All Rights Reserved.,新聞雲,9/8/2024 22:00,https://www.ettoday.net/news/20240908/2813015.htm,即時新聞,超越川普！拜登當總統「休假532天」　一般美國人要累積48年,NDC,支持
news_dd65cd51f3e1b9d0cfe86c698367b07d,2011 ETtoday.net. All Rights Reserved.,新聞雲,9/8/2024 14:00,https://finance.ettoday.net/news/2812164,即時新聞,台股波動「短線操作為宜」！專家點出關鍵日期：3大事件需留意,NDC,中立
news_0291a5ddd45ed9e1478f67976c5c6792,2011 ETtoday.net. All Rights Reserved.,新聞雲,9/11/2024 21:12,https://www.ettoday.net/news/20240911/2814975.htm,即時新聞,賀錦麗辯論後「好感度上升」優於川普　CNN民調出爐,NDC,反對
news_6e55e23a4965db502ddcf64ee3659454,2011 ETtoday.net. All Rights Reserved.,新聞雲,9/13/2024 22:50,https://www.ettoday.net/news/20240913/2816448.htm,即時新聞,OpenAI再推新模型！國際數學奧林匹克資格考答對率83％,NDC,無關
news_0a85b865111d896fa12ab7458473930c,自由時報,即時新聞,10/4/2024 18:35,https://ec.ltn.com.tw/article/breakingnews/4819773,即時新聞,川普放話若重返白宮 任何州都不得禁燃油車,NDC,中立
news_61d1e89113525824321e999a8079f898,自由時報,即時新聞,10/7/2024 16:41,https://ec.ltn.com.tw/article/breakingnews/4822372,即時新聞,川普再拿關稅開鍘！放話對墨西哥進口車課徵200％關稅,NDC,反對
news_6f4cecbaf831ea74ce4ef41b096c9b0c,自由時報,即時新聞,10/22/2024 14:34,https://news.ltn.com.tw/news/life/breakingnews/4837946,即時新聞,10/22 各報重點新聞一覽,NDC,反對
news_a56104cf03360ada1cb179919f5c626d,自由時報,即時新聞,10/21/2024 10:00,https://news.ltn.com.tw/news/world/breakingnews/4836911,即時新聞,"與川普通話 以色列總理強調根據國家利益決策
",NDC,中立
news_9e2fa52baaf0e978cc7b22dac92727b4,自由時報,即時新聞,10/21/2024 14:02,https://news.ltn.com.tw/news/world/breakingnews/4836918,即時新聞,選戰打進麥當勞！川普親手炸薯條 暗諷賀錦麗自稱打工經歷,NDC,支持
news_daf026aa61adfb455e162e2d27d6c6a9,自由時報,即時新聞,10/21/2024 20:36,https://news.ltn.com.tw/news/world/breakingnews/4837183,即時新聞,美大選前馬斯克天天送3200萬 合法性引發質疑,NDC,反對
news_d6c175e6b602ee1dc07079deb4ea927c,自由時報,即時新聞,10/22/2024 0:55,https://news.ltn.com.tw/news/world/breakingnews/4837541,即時新聞,「國會山莊報」預測模型  川普勝選機率首次超越賀錦麗,NDC,中立
news_c9bbfff96daf6a7cc9a555ec23f722b7,自由時報,即時新聞,10/25/2024 5:40,https://news.ltn.com.tw/news/world/breakingnews/4841385,即時新聞,習近平慘了！無論川普或賀錦麗當選 美中科技戰肯定升級,NDC,中立
news_edbb3fcdc0387be1b8c0ea13d6ca9ce4,自由時報,即時新聞,9/8/2024 17:48,https://news.ltn.com.tw/news/world/breakingnews/4793524,即時新聞,美海軍部長挺拜登嗆川普！被控違反行政中立禁令,NDC,反對
news_2e436006c8656221573e46e3928d3103,自由時報,即時新聞,10/4/2024 12:54,https://news.ltn.com.tw/news/world/breakingnews/4819738,即時新聞,"梅蘭妮亞回憶錄內容曝光 再發影片證實挺墮胎權
",NDC,中立
news_85eddb95cf85ae9fffd4290603073f5b,自由時報,即時新聞,10/4/2024 19:35,https://news.ltn.com.tw/news/world/breakingnews/4819922,即時新聞,麗茲‧錢尼倒戈支持賀錦麗 批川普不適任總統,NDC,反對
news_dee98ab49745d8f8f3654fa19c805d2e,自由時報,即時新聞,10/5/2024 1:59,https://news.ltn.com.tw/news/world/breakingnews/4820514,即時新聞,川普將重返賓州遇刺地 馬斯克：我會到場相挺,NDC,中立
news_08ad449d23e0c96a036962e875a59efd,自由時報,即時新聞,10/22/2024 18:41,https://ec.ltn.com.tw/article/breakingnews/4838061,即時新聞,美國總統選戰打進麥當勞！麥當勞表中立：不會為任何候選人背書,NDC,中立
news_fa1999f5da358404e3501ef5bd197d04,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/22/2024 21:20,https://finance.ettoday.net/news/2839890,即時新聞,美債送分題白忙一場！ETF全面走疲　華爾街大佬：殖利率挑戰5%,NDC,反對
news_fccc8adafef15b7cdfe519a272569daa,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/22/2024 23:12,https://finance.ettoday.net/news/2840021,即時新聞,川普當選收回台積電補助？　郭智輝：選舉間不回答假設性問題,NDC,中立
news_fe7c5579b014ae5febc3b421e127e3eb,2011 ETtoday.net. All Rights Reserved.,新聞雲,9/9/2024 21:01,https://www.ettoday.net/news/20240909/2813569.htm,即時新聞,威脅「去美元」國家！川普研擬課徵100%關稅　嗆當選嚴懲政敵關到死,NDC,反對
news_f21035057c185367f6ae7c8d3b832005,2011 ETtoday.net. All Rights Reserved.,新聞雲,9/10/2024 1:58,https://www.ettoday.net/news/20240909/2813749.htm,即時新聞,首場正面交鋒！賀錦麗、川普電視辯論「4大看點」　成影響勝敗關鍵,NDC,反對
news_7d41c76ab806902bd696496810a00d38,自由時報,即時新聞,10/6/2024 4:55,https://news.ltn.com.tw/news/world/breakingnews/4821463,即時新聞,以色列空襲黎巴嫩 傳真主黨可能接班領袖生死未卜,NDC,反對
news_c69439f69cba38910d88cbcd64d55444,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/23/2024 7:29,https://star.ettoday.net/news/2840275,即時新聞,泰勒絲演唱會遭川普粉絲鬧場！　派飛機拉布條挑釁「愛貓女士」,NDC,反對
news_6a6010d5377c27b72277049698600338,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/22/2024 14:21,https://www.ettoday.net/news/20241022/2839582.htm,即時新聞,美防長訪烏克蘭宣布4億美元軍援　供裝甲車及彈藥,NDC,中立
news_bb842bdfdca18f463afd859beafe9fb8,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/22/2024 23:20,https://www.ettoday.net/news/20241022/2839825.htm,即時新聞,美國總統大選勝率預測揭曉　川普「狂贏」30百分點！揭關鍵內幕,NDC,支持
news_df71c2c9b978fd077bc1aa011a551c4b,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/22/2024 21:33,https://www.ettoday.net/news/20241022/2839859.htm,即時新聞,台積電補助飛了？川普當選「恐撤回66億資金」　專家曝最慘後果,NDC,反對
news_a58ff5f1d1abaada49c48a349472d747,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/22/2024 23:39,https://www.ettoday.net/news/20241022/2839971.htm,即時新聞,川普又提林郁婷！　受訪瞎扯「變性」奪金牌：很震驚,NDC,反對
news_878c7df34849ae7523bd6ab15601597a,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/23/2024 15:57,https://www.ettoday.net/news/20241023/2840327.htm,即時新聞,大逆轉！川普「重返白宮」勝率飆至54％　首次超車賀錦麗,NDC,中立
news_c6319adbd7959c29a4357a0766b46a79,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/24/2024 21:38,https://www.ettoday.net/news/20241024/2841111.htm,即時新聞,全美近2500萬人已投票！　賀錦麗川普搶攻搖擺州催票,NDC,中立
news_a2a3895d73553c51df608de042a4fd4b,2011 ETtoday.net. All Rights Reserved.,新聞雲,10/25/2024 0:39,https://www.ettoday.net/news/20241024/2841461.htm,即時新聞,23經濟諾獎得主力挺賀錦麗！批川普政策加劇通膨　赤字恐擴大5倍,NDC,反對
